ORF	Gene	term
YHR190W	ERG9	mitochondrial envelope
YHR194W	MDM31	mitochondrial envelope
YIL006W	YIA6	mitochondrial envelope
YIL022W	TIM44	mitochondrial envelope
YIL043C	CBR1	mitochondrial envelope
YIL062C	ARC15	mitochondrial envelope
YIL065C	FIS1	mitochondrial envelope
YIL111W	COX5B	mitochondrial envelope
YIL114C	POR2	mitochondrial envelope
YIL124W	AYR1	mitochondrial envelope
YIL136W	OM45	mitochondrial envelope
YIL146C	ATG32	mitochondrial envelope
YIL155C	GUT2	mitochondrial envelope
YIL157C	COA1	mitochondrial envelope
YIL160C	POT1	mitochondrial envelope
YIR024C	INA22	mitochondrial envelope
YIR037W	HYR1	mitochondrial envelope
YIR038C	GTT1	mitochondrial envelope
YJL003W	COX16	mitochondrial envelope
YJL054W	TIM54	mitochondrial envelope
YJL062W-A	COA3	mitochondrial envelope
YJL066C	MPM1	mitochondrial envelope
YJL082W	IML2	mitochondrial envelope
YJL104W	PAM16	mitochondrial envelope
YJL112W	MDV1	mitochondrial envelope
YJL143W	TIM17	mitochondrial envelope
YJL166W	QCR8	mitochondrial envelope
YJL208C	NUC1	mitochondrial envelope
YJL209W	CBP1	mitochondrial envelope
YJR034W	PET191	mitochondrial envelope
YJR045C	SSC1	mitochondrial envelope
YJR048W	CYC1	mitochondrial envelope
YJR077C	MIR1	mitochondrial envelope
YJR080C	AIM24	mitochondrial envelope
YJR091C	JSN1	mitochondrial envelope
YJR095W	SFC1	mitochondrial envelope
YJR104C	SOD1	mitochondrial envelope
YJR117W	STE24	mitochondrial envelope
YJR121W	ATP2	mitochondrial envelope
YJR135W-A	TIM8	mitochondrial envelope
YKL011C	CCE1	mitochondrial envelope
YKL016C	ATP7	mitochondrial envelope
YKL026C	GPX1	mitochondrial envelope
YKL027W	TCD2	mitochondrial envelope
YKL053C-A	MDM35	mitochondrial envelope
YKL067W	YNK1	mitochondrial envelope
YKL084W	HOT13	mitochondrial envelope
YKL087C	CYT2	mitochondrial envelope
YKL094W	YJU3	mitochondrial envelope
YKL120W	OAC1	mitochondrial envelope
YKL137W	CMC1	mitochondrial envelope
YKL141W	SDH3	mitochondrial envelope
YKL148C	SDH1	mitochondrial envelope
YKL150W	MCR1	mitochondrial envelope
YKL152C	GPM1	mitochondrial envelope
YKL195W	MIA40	mitochondrial envelope
YKL212W	SAC1	mitochondrial envelope
YKR001C	VPS1	mitochondrial envelope
YKR016W	MIC60	mitochondrial envelope
YKR042W	UTH1	mitochondrial envelope
YKR052C	MRS4	mitochondrial envelope
YKR065C	PAM17	mitochondrial envelope
YKR066C	CCP1	mitochondrial envelope
YKR071C	DRE2	mitochondrial envelope
YKR087C	OMA1	mitochondrial envelope
YLL001W	DNM1	mitochondrial envelope
YLL006W	MMM1	mitochondrial envelope
YLL009C	COX17	mitochondrial envelope
YLL013C	PUF3	mitochondrial envelope
YLL018C-A	COX19	mitochondrial envelope
YLL041C	SDH2	mitochondrial envelope
YLR008C	PAM18	mitochondrial envelope
YLR038C	COX12	mitochondrial envelope
YLR043C	TRX1	mitochondrial envelope
YLR067C	PET309	mitochondrial envelope
YLR077W	FMP25	mitochondrial envelope
YLR090W	XDJ1	mitochondrial envelope
YLR099W-A	MIM2	mitochondrial envelope
YLR100W	ERG27	mitochondrial envelope
YLR105C	SEN2	mitochondrial envelope
YLR139C	SLS1	mitochondrial envelope
YLR164W	SHH4	mitochondrial envelope
YLR168C	UPS2	mitochondrial envelope
YLR188W	MDL1	mitochondrial envelope
YLR190W	MMR1	mitochondrial envelope
YLR193C	UPS1	mitochondrial envelope
YLR201C	COQ9	mitochondrial envelope
YLR203C	MSS51	mitochondrial envelope
YLR204W	QRI5	mitochondrial envelope
YLR218C	COA4	mitochondrial envelope
YLR251W	SYM1	mitochondrial envelope
YLR253W	MCP2	mitochondrial envelope
YLR295C	ATP14	mitochondrial envelope
YLR348C	DIC1	mitochondrial envelope
YLR393W	ATP10	mitochondrial envelope
YLR395C	COX8	mitochondrial envelope
YML001W	YPT7	mitochondrial envelope
YML008C	ERG6	mitochondrial envelope
YML013W	UBX2	mitochondrial envelope
YML030W	RCF1	mitochondrial envelope
YML048W	GSF2	mitochondrial envelope
YML054C	CYB2	mitochondrial envelope
YML061C	PIF1	mitochondrial envelope
YML081C-A	ATP18	mitochondrial envelope
YML086C	ALO1	mitochondrial envelope
YML129C	COX14	mitochondrial envelope
YMR002W	MIX17	mitochondrial envelope
YMR023C	MSS1	mitochondrial envelope
YMR035W	IMP2	mitochondrial envelope
YMR038C	CCS1	mitochondrial envelope
YMR056C	AAC1	mitochondrial envelope
YMR060C	SAM37	mitochondrial envelope
YMR089C	YTA12	mitochondrial envelope
YMR097C	MTG1	mitochondrial envelope
YMR098C	ATP25	mitochondrial envelope
YMR110C	HFD1	mitochondrial envelope
YMR115W	MGR3	mitochondrial envelope
YMR150C	IMP1	mitochondrial envelope
YMR166C	MME1	mitochondrial envelope
YMR194C-B	CMC4	mitochondrial envelope
YMR203W	TOM40	mitochondrial envelope
YMR228W	MTF1	mitochondrial envelope
YMR241W	YHM2	mitochondrial envelope
YMR244C-A	COA6	mitochondrial envelope
YMR256C	COX7	mitochondrial envelope
YMR257C	PET111	mitochondrial envelope
YMR293C	HER2	mitochondrial envelope
YMR301C	ATM1	mitochondrial envelope
YMR302C	YME2	mitochondrial envelope
YNL003C	PET8	mitochondrial envelope
YNL026W	SAM50	mitochondrial envelope
YNL036W	NCE103	mitochondrial envelope
YNL052W	COX5A	mitochondrial envelope
YNL055C	POR1	mitochondrial envelope
YNL070W	TOM7	mitochondrial envelope
YNL083W	SAL1	mitochondrial envelope
YNL100W	MIC27	mitochondrial envelope
YNL121C	TOM70	mitochondrial envelope
YNL130C	CPT1	mitochondrial envelope
YNL131W	TOM22	mitochondrial envelope
YNL169C	PSD1	mitochondrial envelope
YNL256W	FOL1	mitochondrial envelope
YNL328C	MDJ2	mitochondrial envelope
YNR017W	TIM23	mitochondrial envelope
YNR018W	RCF2	mitochondrial envelope
YNR020C	ATP23	mitochondrial envelope
YNR041C	COQ2	mitochondrial envelope
YNR045W	PET494	mitochondrial envelope
YOL008W	COQ10	mitochondrial envelope
YOL009C	MDM12	mitochondrial envelope
YOL026C	MIM1	mitochondrial envelope
YOL027C	MDM38	mitochondrial envelope
YOL077W-A	ATP19	mitochondrial envelope
YOL096C	COQ3	mitochondrial envelope
YOL109W	ZEO1	mitochondrial envelope
YOL143C	RIB4	mitochondrial envelope
YOR017W	PET127	mitochondrial envelope
YOR037W	CYC2	mitochondrial envelope
YOR045W	TOM6	mitochondrial envelope
YOR065W	CYT1	mitochondrial envelope
YOR089C	VPS21	mitochondrial envelope
YOR090C	PTC5	mitochondrial envelope
YOR100C	CRC1	mitochondrial envelope
YOR125C	CAT5	mitochondrial envelope
YOR130C	ORT1	mitochondrial envelope
YOR147W	MDM32	mitochondrial envelope
YOR176W	HEM15	mitochondrial envelope
YOR205C	GEP3	mitochondrial envelope
YOR211C	MGM1	mitochondrial envelope
YOR222W	ODC2	mitochondrial envelope
YOR228C	MCP1	mitochondrial envelope
YOR232W	MGE1	mitochondrial envelope
YOR266W	PNT1	mitochondrial envelope
YOR285W	RDL1	mitochondrial envelope
YOR297C	TIM18	mitochondrial envelope
YOR317W	FAA1	mitochondrial envelope
YOR334W	MRS2	mitochondrial envelope
YPL004C	LSP1	mitochondrial envelope
YPL005W	AEP3	mitochondrial envelope
YPL060W	MFM1	mitochondrial envelope
YPL063W	TIM50	mitochondrial envelope
YPL072W	UBP16	mitochondrial envelope
YPL078C	ATP4	mitochondrial envelope
YPL083C	SEN54	mitochondrial envelope
YPL098C	MGR2	mitochondrial envelope
YPL099C	INA17	mitochondrial envelope
YPL103C	FMP30	mitochondrial envelope
YPL132W	COX11	mitochondrial envelope
YPL134C	ODC1	mitochondrial envelope
YPL186C	UIP4	mitochondrial envelope
YPL215W	CBP3	mitochondrial envelope
YPL270W	MDL2	mitochondrial envelope
YPL271W	ATP15	mitochondrial envelope
YPR002W	PDH1	mitochondrial envelope
YPR011C	YPR011C	mitochondrial envelope
YPR020W	ATP20	mitochondrial envelope
YPR021C	AGC1	mitochondrial envelope
YPR024W	YME1	mitochondrial envelope
YPR098C	YPR098C	mitochondrial envelope
YPR113W	PIS1	mitochondrial envelope
YPR125W	YLH47	mitochondrial envelope
YPR133W-A	TOM5	mitochondrial envelope
YPR140W	TAZ1	mitochondrial envelope
YPR151C	SUE1	mitochondrial envelope
YPR155C	NCA2	mitochondrial envelope
YPR165W	RHO1	mitochondrial envelope
YPR183W	DPM1	mitochondrial envelope
YPR191W	QCR2	mitochondrial envelope
Q0045	COX1	oxidoreductase activity
Q0105	COB	oxidoreductase activity
Q0250	COX2	oxidoreductase activity
Q0275	COX3	oxidoreductase activity
YAL044C	GCV3	oxidoreductase activity
YAL060W	BDH1	oxidoreductase activity
YAL061W	BDH2	oxidoreductase activity
YAL062W	GDH3	oxidoreductase activity
YAR073W	IMD1	oxidoreductase activity
YBL045C	COR1	oxidoreductase activity
YBL064C	PRX1	oxidoreductase activity
YBL098W	BNA4	oxidoreductase activity
YBR006W	UGA2	oxidoreductase activity
YBR014C	GRX7	oxidoreductase activity
YBR024W	SCO2	oxidoreductase activity
YBR026C	ETR1	oxidoreductase activity
YBR035C	PDX3	oxidoreductase activity
YBR037C	SCO1	oxidoreductase activity
YBR046C	ZTA1	oxidoreductase activity
YBR084W	MIS1	oxidoreductase activity
YBR115C	LYS2	oxidoreductase activity
YBR145W	ADH5	oxidoreductase activity
YBR149W	ARA1	oxidoreductase activity
YBR153W	RIB7	oxidoreductase activity
YBR159W	IFA38	oxidoreductase activity
YBR166C	TYR1	oxidoreductase activity
YBR213W	MET8	oxidoreductase activity
YBR221C	PDB1	oxidoreductase activity
YBR244W	GPX2	oxidoreductase activity
YBR265W	TSC10	oxidoreductase activity
YCL018W	LEU2	oxidoreductase activity
YCL026C-A	FRM2	oxidoreductase activity
YCL026C-B	HBN1	oxidoreductase activity
YCL030C	HIS4	oxidoreductase activity
YCL033C	MXR2	oxidoreductase activity
YCL035C	GRX1	oxidoreductase activity
YCL043C	PDI1	oxidoreductase activity
YCR083W	TRX3	oxidoreductase activity
YCR105W	ADH7	oxidoreductase activity
YCR107W	AAD3	oxidoreductase activity
YDL010W	GRX6	oxidoreductase activity
YDL015C	TSC13	oxidoreductase activity
YDL022W	GPD1	oxidoreductase activity
YDL066W	IDP1	oxidoreductase activity
YDL067C	COX9	oxidoreductase activity
YDL078C	MDH3	oxidoreductase activity
YDL085W	NDE2	oxidoreductase activity
YDL120W	YFH1	oxidoreductase activity
YDL124W	YDL124W	oxidoreductase activity
YDL168W	SFA1	oxidoreductase activity
YDL171C	GLT1	oxidoreductase activity
YDL174C	DLD1	oxidoreductase activity
YDL178W	DLD2	oxidoreductase activity
YDL215C	GDH2	oxidoreductase activity
YDL243C	AAD4	oxidoreductase activity
YDL246C	SOR2	oxidoreductase activity
YDR019C	GCV1	oxidoreductase activity
YDR044W	HEM13	oxidoreductase activity
YDR096W	GIS1	oxidoreductase activity
YDR098C	GRX3	oxidoreductase activity
YDR127W	ARO1	oxidoreductase activity
YDR158W	HOM2	oxidoreductase activity
YDR178W	SDH4	oxidoreductase activity
YDR256C	CTA1	oxidoreductase activity
YDR297W	SUR2	oxidoreductase activity
YDR353W	TRR1	oxidoreductase activity
YDR368W	YPR1	oxidoreductase activity
YDR376W	ARH1	oxidoreductase activity
YDR402C	DIT2	oxidoreductase activity
YDR453C	TSA2	oxidoreductase activity
YDR513W	GRX2	oxidoreductase activity
YDR518W	EUG1	oxidoreductase activity
YDR529C	QCR7	oxidoreductase activity
YDR541C	YDR541C	oxidoreductase activity
YEL047C	FRD1	oxidoreductase activity
YEL070W	DSF1	oxidoreductase activity
YEL071W	DLD3	oxidoreductase activity
YER014W	HEM14	oxidoreductase activity
YER023W	PRO3	oxidoreductase activity
YER042W	MXR1	oxidoreductase activity
YER049W	TPA1	oxidoreductase activity
YER051W	JHD1	oxidoreductase activity
YER069W	ARG5,6	oxidoreductase activity
YER070W	RNR1	oxidoreductase activity
YER073W	ALD5	oxidoreductase activity
YER081W	SER3	oxidoreductase activity
YER141W	COX15	oxidoreductase activity
YER169W	RPH1	oxidoreductase activity
YER174C	GRX4	oxidoreductase activity
YER178W	PDA1	oxidoreductase activity
YFL018C	LPD1	oxidoreductase activity
YFL041W	FET5	oxidoreductase activity
YFR030W	MET10	oxidoreductase activity
YFR033C	QCR6	oxidoreductase activity
YFR049W	YMR31	oxidoreductase activity
YGL001C	ERG26	oxidoreductase activity
YGL012W	ERG4	oxidoreductase activity
YGL039W	YGL039W	oxidoreductase activity
YGL055W	OLE1	oxidoreductase activity
YGL125W	MET13	oxidoreductase activity
YGL148W	ARO2	oxidoreductase activity
YGL157W	ARI1	oxidoreductase activity
YGL160W	AIM14	oxidoreductase activity
YGL185C	YGL185C	oxidoreductase activity
YGL187C	COX4	oxidoreductase activity
YGL191W	COX13	oxidoreductase activity
YGL205W	POX1	oxidoreductase activity
YGL256W	ADH4	oxidoreductase activity
YGR029W	ERV1	oxidoreductase activity
YGR060W	ERG25	oxidoreductase activity
YGR088W	CTT1	oxidoreductase activity
YGR175C	ERG1	oxidoreductase activity
YGR180C	RNR4	oxidoreductase activity
YGR183C	QCR9	oxidoreductase activity
YGR192C	TDH3	oxidoreductase activity
YGR204W	ADE3	oxidoreductase activity
YGR209C	TRX2	oxidoreductase activity
YGR234W	YHB1	oxidoreductase activity
YGR255C	COQ6	oxidoreductase activity
YGR256W	GND2	oxidoreductase activity
YHR001W-A	QCR10	oxidoreductase activity
YHR007C	ERG11	oxidoreductase activity
YHR008C	SOD2	oxidoreductase activity
YHR037W	PUT2	oxidoreductase activity
YHR042W	NCP1	oxidoreductase activity
YHR051W	COX6	oxidoreductase activity
YHR053C	CUP1-1	oxidoreductase activity
YHR055C	CUP1-2	oxidoreductase activity
YHR063C	PAN5	oxidoreductase activity
YHR104W	GRE3	oxidoreductase activity
YHR106W	TRR2	oxidoreductase activity
YHR176W	FMO1	oxidoreductase activity
YHR179W	OYE2	oxidoreductase activity
YHR183W	GND1	oxidoreductase activity
YHR216W	IMD2	oxidoreductase activity
YIL005W	EPS1	oxidoreductase activity
YIL010W	DOT5	oxidoreductase activity
YIL043C	CBR1	oxidoreductase activity
YIL049W	DFG10	oxidoreductase activity
YIL066C	RNR3	oxidoreductase activity
YIL074C	SER33	oxidoreductase activity
YIL094C	LYS12	oxidoreductase activity
YIL111W	COX5B	oxidoreductase activity
YIL124W	AYR1	oxidoreductase activity
YIL125W	KGD1	oxidoreductase activity
YIL155C	GUT2	oxidoreductase activity
YIR034C	LYS1	oxidoreductase activity
YIR036C	IRC24	oxidoreductase activity
YIR037W	HYR1	oxidoreductase activity
YIR038C	GTT1	oxidoreductase activity
YJL026W	RNR2	oxidoreductase activity
YJL045W	YJL045W	oxidoreductase activity
YJL052W	TDH1	oxidoreductase activity
YJL166W	QCR8	oxidoreductase activity
YJR009C	TDH2	oxidoreductase activity
YJR025C	BNA1	oxidoreductase activity
YJR051W	OSM1	oxidoreductase activity
YJR070C	LIA1	oxidoreductase activity
YJR078W	BNA2	oxidoreductase activity
YJR096W	YJR096W	oxidoreductase activity
YJR104C	SOD1	oxidoreductase activity
YJR119C	JHD2	oxidoreductase activity
YJR137C	MET5	oxidoreductase activity
YJR139C	HOM6	oxidoreductase activity
YJR155W	AAD10	oxidoreductase activity
YJR159W	SOR1	oxidoreductase activity
YKL026C	GPX1	oxidoreductase activity
YKL029C	MAE1	oxidoreductase activity
YKL055C	OAR1	oxidoreductase activity
YKL069W	YKL069W	oxidoreductase activity
YKL085W	MDH1	oxidoreductase activity
YKL086W	SRX1	oxidoreductase activity
YKL141W	SDH3	oxidoreductase activity
YKL148C	SDH1	oxidoreductase activity
YKL150W	MCR1	oxidoreductase activity
YKL182W	FAS1	oxidoreductase activity
YKL195W	MIA40	oxidoreductase activity
YKL216W	URA1	oxidoreductase activity
YKL220C	FRE2	oxidoreductase activity
YKR009C	FOX2	oxidoreductase activity
YKR066C	CCP1	oxidoreductase activity
YKR080W	MTD1	oxidoreductase activity
YLL041C	SDH2	oxidoreductase activity
YLL051C	FRE6	oxidoreductase activity
YLL057C	JLP1	oxidoreductase activity
YLR011W	LOT6	oxidoreductase activity
YLR038C	COX12	oxidoreductase activity
YLR043C	TRX1	oxidoreductase activity
YLR047C	FRE8	oxidoreductase activity
YLR056W	ERG3	oxidoreductase activity
YLR070C	XYL2	oxidoreductase activity
YLR100W	ERG27	oxidoreductase activity
YLR109W	AHP1	oxidoreductase activity
YLR142W	PUT1	oxidoreductase activity
YLR164W	SHH4	oxidoreductase activity
YLR174W	IDP2	oxidoreductase activity
YLR205C	HMX1	oxidoreductase activity
YLR214W	FRE1	oxidoreductase activity
YLR355C	ILV5	oxidoreductase activity
YLR364W	GRX8	oxidoreductase activity
YLR395C	COX8	oxidoreductase activity
YLR401C	DUS3	oxidoreductase activity
YLR405W	DUS4	oxidoreductase activity
YLR432W	IMD3	oxidoreductase activity
YLR450W	HMG2	oxidoreductase activity
YML028W	TSA1	oxidoreductase activity
YML054C	CYB2	oxidoreductase activity
YML056C	IMD4	oxidoreductase activity
YML075C	HMG1	oxidoreductase activity
YML080W	DUS1	oxidoreductase activity
YML086C	ALO1	oxidoreductase activity
YML120C	NDI1	oxidoreductase activity
YML125C	PGA3	oxidoreductase activity
YML130C	ERO1	oxidoreductase activity
YMR009W	ADI1	oxidoreductase activity
YMR015C	ERG5	oxidoreductase activity
YMR020W	FMS1	oxidoreductase activity
YMR041C	ARA2	oxidoreductase activity
YMR058W	FET3	oxidoreductase activity
YMR083W	ADH3	oxidoreductase activity
YMR110C	HFD1	oxidoreductase activity
YMR145C	NDE1	oxidoreductase activity
YMR169C	ALD3	oxidoreductase activity
YMR170C	ALD2	oxidoreductase activity
YMR189W	GCV2	oxidoreductase activity
YMR226C	YMR226C	oxidoreductase activity
YMR256C	COX7	oxidoreductase activity
YMR272C	SCS7	oxidoreductase activity
YMR303C	ADH2	oxidoreductase activity
YMR315W	YMR315W	oxidoreductase activity
YMR318C	ADH6	oxidoreductase activity
YNL009W	IDP3	oxidoreductase activity
YNL037C	IDH1	oxidoreductase activity
YNL052W	COX5A	oxidoreductase activity
YNL134C	YNL134C	oxidoreductase activity
YNL181W	PBR1	oxidoreductase activity
YNL202W	SPS19	oxidoreductase activity
YNL229C	URE2	oxidoreductase activity
YNL240C	NAR1	oxidoreductase activity
YNL241C	ZWF1	oxidoreductase activity
YNL274C	GOR1	oxidoreductase activity
YNL280C	ERG24	oxidoreductase activity
YNL331C	AAD14	oxidoreductase activity
YNR015W	SMM1	oxidoreductase activity
YNR050C	LYS9	oxidoreductase activity
YNR060W	FRE4	oxidoreductase activity
YNR073C	MAN2	oxidoreductase activity
YNR074C	AIF1	oxidoreductase activity
YOL059W	GPD2	oxidoreductase activity
YOL086C	ADH1	oxidoreductase activity
YOL088C	MPD2	oxidoreductase activity
YOL126C	MDH2	oxidoreductase activity
YOL151W	GRE2	oxidoreductase activity
YOL152W	FRE7	oxidoreductase activity
YOL165C	AAD15	oxidoreductase activity
YOR037W	CYC2	oxidoreductase activity
YOR120W	GCY1	oxidoreductase activity
YOR125C	CAT5	oxidoreductase activity
YOR136W	IDH2	oxidoreductase activity
YOR236W	DFR1	oxidoreductase activity
YOR246C	ENV9	oxidoreductase activity
YOR288C	MPD1	oxidoreductase activity
YOR323C	PRO2	oxidoreductase activity
YOR374W	ALD4	oxidoreductase activity
YOR375C	GDH1	oxidoreductase activity
YOR381W	FRE3	oxidoreductase activity
YOR384W	FRE5	oxidoreductase activity
YOR388C	FDH1	oxidoreductase activity
YPL023C	MET12	oxidoreductase activity
YPL059W	GRX5	oxidoreductase activity
YPL061W	ALD6	oxidoreductase activity
YPL088W	YPL088W	oxidoreductase activity
YPL091W	GLR1	oxidoreductase activity
YPL113C	YPL113C	oxidoreductase activity
YPL171C	OYE3	oxidoreductase activity
YPL231W	FAS2	oxidoreductase activity
YPL252C	YAH1	oxidoreductase activity
YPR037C	ERV2	oxidoreductase activity
YPR048W	TAH18	oxidoreductase activity
YPR167C	MET16	oxidoreductase activity
YPR191W	QCR2	oxidoreductase activity
YPR200C	ARR2	oxidoreductase activity
Q0045	COX1	transmembrane transporter activity
Q0080	ATP8	transmembrane transporter activity
Q0085	ATP6	transmembrane transporter activity
Q0105	COB	transmembrane transporter activity
Q0130	OLI1	transmembrane transporter activity
Q0250	COX2	transmembrane transporter activity
Q0275	COX3	transmembrane transporter activity
YAL022C	FUN26	transmembrane transporter activity
YAL053W	FLC2	transmembrane transporter activity
YBL030C	PET9	transmembrane transporter activity
YBL042C	FUI1	transmembrane transporter activity
YBL045C	COR1	transmembrane transporter activity
YBL099W	ATP1	transmembrane transporter activity
