cluster	Gene_uniq	Gene.gene_name
endomembrane system	YFR051C_TSQ823	RET2
endomembrane system	YGL001C_TSQ742	ERG26
endomembrane system	YGL002W	ERP6
endomembrane system	YGL005C	COG7
endomembrane system	YGL010W	MPO1
endomembrane system	YGL016W	KAP122
endomembrane system	YGL020C	GET1
endomembrane system	YGL022W_TSQ544	STT3
endomembrane system	YGL027C	CWH41
endomembrane system	YGL032C	AGA2
endomembrane system	YGL035C	MIG1
endomembrane system	YGL051W	MST27
endomembrane system	YGL053W	PRM8
endomembrane system	YGL054C	ERV14
endomembrane system	YGL055W_DAmP	OLE1
endomembrane system	YGL055W_TSQ506	OLE1
endomembrane system	YGL077C	HNM1
endomembrane system	YGL079W	KXD1
endomembrane system	YGL084C	GUP1
endomembrane system	YGL086W	MAD1
endomembrane system	YGL095C	VPS45
endomembrane system	YGL098W_TSQ592	USE1
endomembrane system	YGL100W	SEH1
endomembrane system	YGL115W	SNF4
endomembrane system	YGL124C	MON1
endomembrane system	YGL126W	SCS3
endomembrane system	YGL137W_TSQ546	SEC27
endomembrane system	YGL139W	FLC3
endomembrane system	YGL140C	YGL140C
endomembrane system	YGL160W	AIM14
endomembrane system	YGL161C	YIP5
endomembrane system	YGL167C	PMR1
endomembrane system	YGL198W	YIP4
endomembrane system	YGL200C	EMP24
endomembrane system	YGL203C	KEX1
endomembrane system	YGL210W	YPT32
endomembrane system	YGL225W_DAmP	VRG4
endomembrane system	YGL226C-A	OST5
endomembrane system	YGL228W	SHE10
endomembrane system	YGL230C	YGL230C
endomembrane system	YGL231C	EMC4
endomembrane system	YGL255W	ZRT1
endomembrane system	YGL257C	MNT2
endomembrane system	YGL258W	VEL1
endomembrane system	YGL263W	COS12
endomembrane system	YGR004W	PEX31
endomembrane system	YGR016W	YGR016W
endomembrane system	YGR026W	YGR026W
endomembrane system	YGR048W_TSQ677	UFD1
endomembrane system	YGR060W_DAMP	ERG25
endomembrane system	YGR089W	NNF2
endomembrane system	YGR105W	VMA21
endomembrane system	YGR106C	VOA1
endomembrane system	YGR119C_DAmP	NUP57
endomembrane system	YGR119C_TSQ957	NUP57
endomembrane system	YGR120C_TSQ187	COG2
endomembrane system	YGR121C	MEP1
endomembrane system	YGR135W	PRE9
endomembrane system	YGR141W	VPS62
endomembrane system	YGR142W	BTN2
endomembrane system	YGR149W	YGR149W
endomembrane system	YGR152C	RSR1
endomembrane system	YGR157W	CHO2
endomembrane system	YGR166W	TRS65
endomembrane system	YGR167W	CLC1
endomembrane system	YGR170W	PSD2
endomembrane system	YGR177C	ATF2
endomembrane system	YGR199W	PMT6
endomembrane system	YGR202C	PCT1
endomembrane system	YGR206W	MVB12
endomembrane system	YGR212W	SLI1
endomembrane system	YGR213C	RTA1
endomembrane system	YGR216C_TSQ548	GPI1
endomembrane system	YGR223C	HSV2
endomembrane system	YGR227W	DIE2
endomembrane system	YGR236C	SPG1
endomembrane system	YGR263C	SAY1
endomembrane system	YGR270W	YTA7
endomembrane system	YGR284C	ERV29
endomembrane system	YHL002W	HSE1
endomembrane system	YHL003C	LAG1
endomembrane system	YHL016C	DUR3
endomembrane system	YHL019C	APM2
endomembrane system	YHL020C	OPI1
endomembrane system	YHL028W	WSC4
endomembrane system	YHL040C	ARN1
endomembrane system	YHR001W	OSH7
endomembrane system	YHR004C	NEM1
endomembrane system	YHR007C_DAMP	ERG11
endomembrane system	YHR007C_TSQ14	ERG11
endomembrane system	YHR009C	TDA3
endomembrane system	YHR012W	VPS29
endomembrane system	YHR039C	MSC7
endomembrane system	YHR045W	YHR045W
endomembrane system	YHR050W	SMF2
endomembrane system	YHR060W	VMA22
endomembrane system	YHR073W	OSH3
endomembrane system	YHR076W	PTC7
endomembrane system	YHR079C	IRE1
endomembrane system	YHR080C	LAM4
endomembrane system	YHR101C_DAmP	BIG1
endomembrane system	YHR105W	YPT35
endomembrane system	YHR108W	GGA2
endomembrane system	YHR110W	ERP5
endomembrane system	YHR123W	EPT1
endomembrane system	YHR133C	NSG1
endomembrane system	YHR134W	WSS1
endomembrane system	YHR135C	YCK1
endomembrane system	YHR140W	YHR140W
endomembrane system	YHR142W	CHS7
endomembrane system	YHR155W	YSP1
endomembrane system	YHR176W	FMO1
endomembrane system	YHR181W	SVP26
endomembrane system	YHR188C_DAMP	GPI16
endomembrane system	YHR195W	NVJ1
endomembrane system	YHR204W	MNL1
endomembrane system	YIL005W	EPS1
endomembrane system	YIL014W	MNT3
endomembrane system	YIL016W	SNL1
endomembrane system	YIL023C	YKE4
endomembrane system	YIL030C	SSM4
endomembrane system	YIL039W	TED1
endomembrane system	YIL040W	APQ12
endomembrane system	YIL041W	GVP36
endomembrane system	YIL048W_TSQ188	NEO1
endomembrane system	YIL076W	SEC28
endomembrane system	YIL085C	KTR7
endomembrane system	YIL089W	YIL089W
endomembrane system	YIL090W	ICE2
endomembrane system	YIL123W	SIM1
endomembrane system	YIL124W	AYR1
endomembrane system	YIL149C	MLP2
endomembrane system	YIL173W	VTH1
endomembrane system	YIR014W	YIR014W
endomembrane system	YIR022W_TSQ318	SEC11
endomembrane system	YIR033W	MGA2
endomembrane system	YIR038C	GTT1
endomembrane system	YJL002C_TSQ735	OST1
endomembrane system	YJL004C	SYS1
endomembrane system	YJL012C	VTC4
endomembrane system	YJL030W	MAD2
endomembrane system	YJL034W_DAmP	KAR2
endomembrane system	YJL036W	SNX4
endomembrane system	YJL044C	GYP6
endomembrane system	YJL053W	PEP8
endomembrane system	YJL062W	LAS21
endomembrane system	YJL073W	JEM1
endomembrane system	YJL079C	PRY1
endomembrane system	YJL084C	ALY2
endomembrane system	YJL091C_TSQ655	GWT1
endomembrane system	YJL094C	KHA1
endomembrane system	YJL099W	CHS6
endomembrane system	YJL108C	PRM10
endomembrane system	YJL117W	PHO86
endomembrane system	YJL123C	MTC1
endomembrane system	YJL134W	LCB3
endomembrane system	YJL139C	YUR1
endomembrane system	YJL145W	SFH5
endomembrane system	YJL154C	VPS35
endomembrane system	YJL158C	CIS3
endomembrane system	YJL171C	YJL171C
endomembrane system	YJL178C	ATG27
endomembrane system	YJL183W	MNN11
endomembrane system	YJL186W	MNN5
endomembrane system	YJL192C	SOP4
endomembrane system	YJL196C	ELO1
endomembrane system	YJR005W	APL1
endomembrane system	YJR010C-A	SPC1
endomembrane system	YJR015W	YJR015W
endomembrane system	YJR031C	GEA1
endomembrane system	YJR040W	GEF1
endomembrane system	YJR044C	VPS55
endomembrane system	YJR051W	OSM1
endomembrane system	YJR058C	APS2
endomembrane system	YJR066W	TOR1
endomembrane system	YJR073C	OPI3
endomembrane system	YJR075W	HOC1
endomembrane system	YJR088C	EMC2
endomembrane system	YJR102C	VPS25
endomembrane system	YJR106W	ECM27
endomembrane system	YJR116W	TDA4
endomembrane system	YJR117W	STE24
endomembrane system	YJR118C	ILM1
endomembrane system	YJR125C	ENT3
endomembrane system	YJR126C	VPS70
endomembrane system	YJR131W	MNS1
endomembrane system	YJR134C	SGM1
endomembrane system	YKL002W	DID4
endomembrane system	YKL004W_DAMP	AUR1
endomembrane system	YKL008C	LAC1
endomembrane system	YKL020C	SPT23
endomembrane system	YKL034W	TUL1
endomembrane system	YKL041W	VPS24
endomembrane system	YKL045W_TSQ19	PRI2
endomembrane system	YKL046C	DCW1
endomembrane system	YKL047W	ANR2
endomembrane system	YKL057C	NUP120
endomembrane system	YKL061W	BLI1
endomembrane system	YKL063C	YKL063C
endomembrane system	YKL065C	YET1
endomembrane system	YKL068W	NUP100
endomembrane system	YKL073W	LHS1
endomembrane system	YKL077W	YKL077W
endomembrane system	YKL094W	YJU3
endomembrane system	YKL100C	YPF1
endomembrane system	YKL124W	SSH4
endomembrane system	YKL130C	SHE2
endomembrane system	YKL135C	APL2
endomembrane system	YKL174C	TPO5
endomembrane system	YKL175W	ZRT3
endomembrane system	YKL178C	STE3
endomembrane system	YKL179C	COY1
endomembrane system	YKL207W	EMC3
endomembrane system	YKL212W	SAC1
endomembrane system	YKR001C	VPS1
endomembrane system	YKR003W	OSH6
endomembrane system	YKR007W	MEH1
endomembrane system	YKR013W	PRY2
endomembrane system	YKR014C	YPT52
endomembrane system	YKR020W	VPS51
endomembrane system	YKR021W	ALY1
endomembrane system	YKR027W	BCH2
endomembrane system	YKR030W	GMH1
endomembrane system	YKR031C	SPO14
endomembrane system	YKR035W-A	DID2
endomembrane system	YKR039W	GAP1
endomembrane system	YKR044W	UIP5
endomembrane system	YKR051W	YKR051W
endomembrane system	YKR053C	YSR3
endomembrane system	YKR055W	RHO4
endomembrane system	YKR061W	KTR2
endomembrane system	YKR067W	GPT2
endomembrane system	YKR082W	NUP133
endomembrane system	YKR088C	TVP38
endomembrane system	YKR095W	MLP1
endomembrane system	YLL006W	MMM1
endomembrane system	YLL014W	EMC6
endomembrane system	YLL015W	BPT1
endomembrane system	YLL023C	POM33
endomembrane system	YLL040C	VPS13
endomembrane system	YLL048C	YBT1
endomembrane system	YLL052C	AQY2
endomembrane system	YLL055W	YCT1
endomembrane system	YLR004C	THI73
endomembrane system	YLR018C	POM34
endomembrane system	YLR023C	IZH3
endomembrane system	YLR039C	RIC1
endomembrane system	YLR047C	FRE8
endomembrane system	YLR050C	YLR050C
endomembrane system	YLR056W	ERG3
endomembrane system	YLR057W	MNL2
endomembrane system	YLR064W	PER33
endomembrane system	YLR065C	ENV10
endomembrane system	YLR073C	RFU1
endomembrane system	YLR078C_TSQ199	BOS1
endomembrane system	YLR080W	EMP46
endomembrane system	YLR083C	EMP70
endomembrane system	YLR084C	RAX2
endomembrane system	YLR119W	SRN2
endomembrane system	YLR130C	ZRT2
endomembrane system	YLR138W	NHA1
endomembrane system	YLR148W	PEP3
endomembrane system	YLR170C	APS1
endomembrane system	YLR181C	VTA1
endomembrane system	YLR205C	HMX1
endomembrane system	YLR207W	HRD3
endomembrane system	YLR208W_TSQ55	SEC13
endomembrane system	YLR220W	CCC1
endomembrane system	YLR229C_TSQ29	CDC42
endomembrane system	YLR238W	FAR10
endomembrane system	YLR241W	CSC1
endomembrane system	YLR242C	ARV1
endomembrane system	YLR246W	ERF2
endomembrane system	YLR260W	LCB5
endomembrane system	YLR262C	YPT6
endomembrane system	YLR268W	SEC22
endomembrane system	YLR268W_TSQ121	SEC22
endomembrane system	YLR283W	YLR283W
endomembrane system	YLR286C	CTS1
endomembrane system	YLR292C	SEC72
endomembrane system	YLR301W	HRI1
endomembrane system	YLR309C	IMH1
endomembrane system	YLR312C	YLR312C
endomembrane system	YLR324W	PEX30
endomembrane system	YLR330W	CHS5
endomembrane system	YLR335W	NUP2
endomembrane system	YLR372W	ELO3
endomembrane system	YLR378C_TSQ213	SEC61
endomembrane system	YLR380W	CSR1
endomembrane system	YLR396C	VPS33
endomembrane system	YLR404W	SEI1
endomembrane system	YLR408C	BLS1
endomembrane system	YLR414C	PUN1
endomembrane system	YLR417W	VPS36
endomembrane system	YLR440C_TSQ726	SEC39
endomembrane system	YLR450W	HMG2
endomembrane system	YLR459W_TSQ200	GAB1
endomembrane system	YML001W	YPT7
endomembrane system	YML008C	ERG6
endomembrane system	YML012W	ERV25
endomembrane system	YML013W	UBX2
endomembrane system	YML019W	OST6
endomembrane system	YML029W	USA1
endomembrane system	YML034W	SRC1
endomembrane system	YML038C	YMD8
endomembrane system	YML048W	GSF2
endomembrane system	YML055W	SPC2
endomembrane system	YML059C	NTE1
endomembrane system	YML067C	ERV41
endomembrane system	YML071C	COG8
endomembrane system	YML072C	TCB3
endomembrane system	YML075C	HMG1
endomembrane system	YML101C	CUE4
endomembrane system	YML103C	NUP188
endomembrane system	YML107C	PML39
endomembrane system	YML121W	GTR1
endomembrane system	YML123C	PHO84
endomembrane system	YML125C_DAmP	PGA3
endomembrane system	YML125C_DAMP	PGA3
endomembrane system	YML128C	MSC1
endomembrane system	YML130C_TSQ203	ERO1
endomembrane system	YMR004W	MVP1
endomembrane system	YMR008C	PLB1
endomembrane system	YMR010W	YMR010W
endomembrane system	YMR015C	ERG5
endomembrane system	YMR022W	UBC7
endomembrane system	YMR029C	FAR8
endomembrane system	YMR040W	YET2
endomembrane system	YMR052W	FAR3
endomembrane system	YMR054W	STV1
endomembrane system	YMR058W	FET3
endomembrane system	YMR065W	KAR5
endomembrane system	YMR071C	TVP18
endomembrane system	YMR077C	VPS20
endomembrane system	YMR110C	HFD1
endomembrane system	YMR119W	ASI1
endomembrane system	YMR123W	PKR1
endomembrane system	YMR129W	POM152
endomembrane system	YMR134W_DAmP	ERG29
endomembrane system	YMR149W_DAMP	SWP1
endomembrane system	YMR152W	YIM1
endomembrane system	YMR153W	NUP53
endomembrane system	YMR161W	HLJ1
endomembrane system	YMR162C	DNF3
endomembrane system	YMR165C	PAH1
endomembrane system	YMR171C	EAR1
endomembrane system	YMR183C	SSO2
endomembrane system	YMR192W	GYL1
endomembrane system	YMR202W	ERG2
endomembrane system	YMR214W	SCJ1
endomembrane system	YMR237W	BCH1
endomembrane system	YMR238W	DFG5
endomembrane system	YMR251W-A	HOR7
endomembrane system	YMR255W	GFD1
endomembrane system	YMR258C	ROY1
endomembrane system	YMR264W	CUE1
endomembrane system	YMR266W	RSN1
endomembrane system	YMR272C	SCS7
endomembrane system	YMR274C	RCE1
endomembrane system	YMR284W	YKU70
endomembrane system	YMR292W	GOT1
endomembrane system	YMR296C_DAmP	LCB1
endomembrane system	YMR296C_TSQ600	LCB1
endomembrane system	YMR297W	PRC1
endomembrane system	YMR304W	UBP15
endomembrane system	YMR305C	SCW10
endomembrane system	YMR306W	FKS3
endomembrane system	YMR307W	GAS1
endomembrane system	YMR316C-A	YMR316C-A
endomembrane system	YNL006W_TSQ467	LST8
endomembrane system	YNL008C	ASI3
endomembrane system	YNL012W	SPO1
endomembrane system	YNL029C	KTR5
endomembrane system	YNL041C	COG6
endomembrane system	YNL044W	YIP3
endomembrane system	YNL046W	YNL046W
endomembrane system	YNL049C	SFB2
endomembrane system	YNL051W	COG5
endomembrane system	YNL058C	YNL058C
endomembrane system	YNL080C	EOS1
endomembrane system	YNL086W	SNN1
endomembrane system	YNL087W	TCB2
endomembrane system	YNL093W	YPT53
endomembrane system	YNL095C	YNL095C
endomembrane system	YNL098C	RAS2
endomembrane system	YNL111C	CYB5
endomembrane system	YNL125C	ESBP6
endomembrane system	YNL127W	FAR11
endomembrane system	YNL130C	CPT1
endomembrane system	YNL145W	MFA2
endomembrane system	YNL146W	YNL146W
endomembrane system	YNL156C	NSG2
endomembrane system	YNL159C	ASI2
endomembrane system	YNL181W_DAmP	YNL181W
endomembrane system	YNL181W_DAMP	YNL181W
endomembrane system	YNL199C	GCR2
endomembrane system	YNL219C	ALG9
endomembrane system	YNL238W	KEX2
endomembrane system	YNL257C	SIP3
endomembrane system	YNL263C_DAMP	YIF1
endomembrane system	YNL264C	PDR17
endomembrane system	YNL267W_DAmP	PIK1
endomembrane system	YNL270C	ALP1
endomembrane system	YNL291C	MID1
endomembrane system	YNL293W	MSB3
endomembrane system	YNL294C	RIM21
endomembrane system	YNL297C	MON2
endomembrane system	YNL323W	LEM3
endomembrane system	YNR006W	VPS27
endomembrane system	YNR008W	LRO1
endomembrane system	YNR016C_DAmP	ACC1
endomembrane system	YNR019W	ARE2
endomembrane system	YNR021W	YNR021W
endomembrane system	YNR026C_TSQ52	SEC12
endomembrane system	YNR030W	ALG12
endomembrane system	YNR039C	ZRG17
endomembrane system	YNR048W	YNR048W
endomembrane system	YNR062C	YNR062C
endomembrane system	YNR065C	YNR065C
endomembrane system	YNR075W	COS10
endomembrane system	YOL003C	PFA4
endomembrane system	YOL009C	MDM12
endomembrane system	YOL013C	HRD1
endomembrane system	YOL018C	TLG2
endomembrane system	YOL020W	TAT2
endomembrane system	YOL030W	GAS5
endomembrane system	YOL031C	SIL1
endomembrane system	YOL060C	MAM3
endomembrane system	YOL062C	APM4
endomembrane system	YOL065C	INP54
endomembrane system	YOL073C	DSC2
endomembrane system	YOL081W	IRA2
endomembrane system	YOL084W	PHM7
endomembrane system	YOL088C	MPD2
endomembrane system	YOL092W	YPQ1
endomembrane system	YOL107W	YOL107W
endomembrane system	YOL110W	SHR5
endomembrane system	YOL129W	VPS68
endomembrane system	YOL137W	BSC6
endomembrane system	YOL147C	PEX11
endomembrane system	YOL162W	YOL162W
endomembrane system	YOR002W	ALG6
endomembrane system	YOR003W	YSP3
endomembrane system	YOR016C	ERP4
endomembrane system	YOR034C	AKR2
endomembrane system	YOR036W	PEP12
endomembrane system	YOR044W	IRC23
endomembrane system	YOR049C	RSB1
endomembrane system	YOR059C	LPL1
endomembrane system	YOR067C	ALG8
endomembrane system	YOR069W	VPS5
endomembrane system	YOR070C	GYP1
endomembrane system	YOR079C	ATX2
endomembrane system	YOR085W	OST3
endomembrane system	YOR086C	TCB1
endomembrane system	YOR089C	VPS21
endomembrane system	YOR092W	ECM3
endomembrane system	YOR099W	KTR1
endomembrane system	YOR103C_DAMP	OST2
endomembrane system	YOR112W	CEX1
endomembrane system	YOR115C	TRS33
endomembrane system	YOR132W	VPS17
endomembrane system	YOR152C	YOR152C
endomembrane system	YOR154W	SLP1
endomembrane system	YOR165W	SEY1
endomembrane system	YOR171C	LCB4
endomembrane system	YOR175C	ALE1
endomembrane system	YOR216C	RUD3
endomembrane system	YOR219C	STE13
endomembrane system	YOR223W	DSC3
endomembrane system	YOR245C	DGA1
endomembrane system	YOR254C_TSQ231	SEC63
endomembrane system	YOR285W	RDL1
endomembrane system	YOR288C	MPD1
endomembrane system	YOR299W	BUD7
endomembrane system	YOR307C	SLY41
endomembrane system	YOR311C	DGK1
endomembrane system	YOR317W	FAA1
endomembrane system	YOR320C	GNT1
endomembrane system	YOR321W	PMT3
endomembrane system	YOR322C	LDB19
endomembrane system	YOR324C	FRT1
endomembrane system	YOR326W_TSQ337	MYO2
endomembrane system	YOR327C	SNC2
endomembrane system	YOR336W_TSQ139	KRE5
endomembrane system	YOR357C	SNX3
endomembrane system	YOR377W	ATF1
endomembrane system	YPL002C	SNF8
endomembrane system	YPL006W	NCR1
endomembrane system	YPL019C	VTC3
endomembrane system	YPL020C_TSQ566	ULP1
endomembrane system	YPL045W	VPS16
endomembrane system	YPL051W	ARL3
endomembrane system	YPL065W	VPS28
endomembrane system	YPL085W_TSQ119	SEC16
endomembrane system	YPL087W	YDC1
endomembrane system	YPL092W	SSU1
endomembrane system	YPL094C_DAmP	SEC62
endomembrane system	YPL096C-A	ERI1
endomembrane system	YPL100W	ATG21
endomembrane system	YPL137C	GIP3
endomembrane system	YPL145C	KES1
endomembrane system	YPL154C	PEP4
endomembrane system	YPL169C_DAmP	MEX67
endomembrane system	YPL169C_TSQ816	MEX67
endomembrane system	YPL170W	DAP1
endomembrane system	YPL183C	RTT10
endomembrane system	YPL186C	UIP4
endomembrane system	YPL189W	GUP2
endomembrane system	YPL191C	YPL191C
endomembrane system	YPL192C	PRM3
endomembrane system	YPL200W	CSM4
endomembrane system	YPL204W_DAMP	HRR25
endomembrane system	YPL207W	TYW1
endomembrane system	YPL221W	FLC1
endomembrane system	YPL227C	ALG5
endomembrane system	YPL244C	HUT1
endomembrane system	YPL246C	RBD2
endomembrane system	YPL249C	GYP5
endomembrane system	YPL259C	APM1
endomembrane system	YPL274W	SAM3
endomembrane system	YPR003C	YPR003C
endomembrane system	YPR027C	YPR027C
endomembrane system	YPR028W	YOP1
endomembrane system	YPR029C	APL4
endomembrane system	YPR063C	YPR063C
endomembrane system	YPR071W	YPR071W
endomembrane system	YPR075C	OPY2
endomembrane system	YPR079W	MRL1
endomembrane system	YPR091C	NVJ2
endomembrane system	YPR095C	SYT1
endomembrane system	YPR105C_DAmP	COG4
endomembrane system	YPR109W	YPR109W
endomembrane system	YPR114W	YPR114W
endomembrane system	YPR138C	MEP3
endomembrane system	YPR149W	NCE102
